words,Class 0,Class 1
09061749602,10.634388023957865,9.040322809638392
09061790121,10.634388023957865,9.040322809638392
09063440451,10.634388023957865,9.040322809638392
09063442151,10.634388023957865,9.040322809638392
09063458130,10.634388023957865,8.347175629078446
0906346330,10.634388023957865,9.040322809638392
09064012103,10.634388023957865,9.040322809638392
09064012160,10.634388023957865,9.040322809638392
09064017305,10.634388023957865,9.040322809638392
09064018838,10.634388023957865,9.040322809638392
09064019014,10.634388023957865,9.040322809638392
09065069154,10.634388023957865,9.040322809638392
09065171142,10.634388023957865,9.040322809638392
09065174042,10.634388023957865,8.634857701530228
09065394514,10.634388023957865,9.040322809638392
09065394973,10.634388023957865,9.040322809638392
09065989180,10.634388023957865,9.040322809638392
09066350750,10.634388023957865,9.040322809638392
09066358152,10.634388023957865,9.040322809638392
09066361921,10.634388023957865,9.040322809638392
09066362231,10.634388023957865,8.634857701530228
09066364311,10.634388023957865,9.040322809638392
09066364589,10.634388023957865,8.634857701530228
09066368470,10.634388023957865,9.040322809638392
09066380611,10.634388023957865,8.634857701530228
09066382422,10.634388023957865,9.040322809638392
09066612661,10.634388023957865,8.634857701530228
09066649731from,10.634388023957865,9.040322809638392
09071512432,10.634388023957865,9.040322809638392
09071517866,10.634388023957865,9.040322809638392
09077818151,10.634388023957865,9.040322809638392
09090900040,10.634388023957865,9.040322809638392
09094646899,10.634388023957865,9.040322809638392
09096102316,10.634388023957865,9.040322809638392
09111030116,10.634388023957865,9.040322809638392
09701213186,10.634388023957865,9.040322809638392
10,8.236492751159494,6.900256646142121
100,10.634388023957865,6.514594165330136
1000,10.634388023957865,6.366174160211862
1000call,10.634388023957865,9.040322809638392
1000s,10.634388023957865,9.040322809638392
100percent,10.634388023957865,8.634857701530228
100txt,10.634388023957865,9.040322809638392
10am,10.634388023957865,8.347175629078446
10k,10.634388023957865,9.040322809638392
10p,10.634388023957865,6.789031011031897
10th,10.634388023957865,9.040322809638392
11,8.84262855472981,7.654028448518501
1131,10.634388023957865,9.040322809638392
114,10.634388023957865,8.634857701530228
116,9.94124084339792,9.733469990198335
118p,10.634388023957865,9.040322809638392
11mths,10.634388023957865,7.536245412862117
11pm,10.634388023957865,8.347175629078446
12,9.024950111523763,8.124032077764237
121,10.634388023957865,8.634857701530228
125,10.634388023957865,9.040322809638392
125gift,10.634388023957865,9.040322809638392
128,9.94124084339792,9.733469990198335
12hrs,10.634388023957865,7.654028448518501
12mths,10.634388023957865,8.634857701530228
130,9.94124084339792,9.733469990198335
1327,10.634388023957865,7.941710520970282
139,10.634388023957865,9.040322809638392
14,10.634388023957865,8.634857701530228
140,9.94124084339792,9.733469990198335
145,10.634388023957865,8.347175629078446
14tcr,10.634388023957865,9.040322809638392
14thmarch,10.634388023957865,9.040322809638392
15,9.535775735289755,9.733469990198335
150,10.634388023957865,7.335574717399966
1500,10.634388023957865,8.347175629078446
150p,10.634388023957865,5.926807500428017
150p16,10.634388023957865,9.040322809638392
150pm,10.634388023957865,7.941710520970282
150ppermesssubscription,10.634388023957865,8.634857701530228
150ppm,10.634388023957865,7.168520632736801
150ppmpobox10183bhamb64xe,10.634388023957865,9.040322809638392
150ppmsg,10.634388023957865,9.040322809638392
150pw,10.634388023957865,9.040322809638392
153,10.634388023957865,8.634857701530228
15541,10.634388023957865,9.040322809638392
15pm,9.94124084339792,9.733469990198335
16,10.634388023957865,6.26773408739861
177,10.634388023957865,9.040322809638392
18,10.634388023957865,6.149951051742227
180,9.94124084339792,9.733469990198335
18p,10.634388023957865,8.634857701530228
18yrs,10.634388023957865,9.040322809638392
1956669,10.634388023957865,9.040322809638392
1apple,9.94124084339792,9.733469990198335
1cup,9.94124084339792,9.733469990198335
1da,10.634388023957865,9.040322809638392
1hr,9.535775735289755,9.733469990198335
1im,9.94124084339792,9.733469990198335
1lemon,9.94124084339792,9.733469990198335
1mega,9.94124084339792,9.733469990198335
1pm,9.94124084339792,9.733469990198335
1st,8.688477874902551,6.8430982323021725
1stone,9.94124084339792,9.733469990198335
1tulsi,9.94124084339792,9.733469990198335
1win150ppmx3,10.634388023957865,8.634857701530228
1winaweek,10.634388023957865,8.634857701530228
1winawk,10.634388023957865,9.040322809638392
1x150p,10.634388023957865,8.124032077764237
1yf,10.634388023957865,9.040322809638392
20,9.535775735289755,8.124032077764237
200,10.634388023957865,7.787559841143024
2000,9.94124084339792,7.335574717399966
2003,10.634388023957865,7.941710520970282
2004,10.634388023957865,7.654028448518501
2005,10.634388023957865,8.347175629078446
2006,10.634388023957865,9.040322809638392
2007,10.634388023957865,9.040322809638392
200p,10.634388023957865,9.040322809638392
20m12aq,10.634388023957865,9.040322809638392
20p,10.634388023957865,7.787559841143024
21,9.94124084339792,8.634857701530228
21870000,10.634388023957865,8.634857701530228
21st,9.94124084339792,8.634857701530228
22,9.94124084339792,9.040322809638392
220,10.634388023957865,8.634857701530228
220cm2,10.634388023957865,9.040322809638392
23f,10.634388023957865,9.040322809638392
23g,10.634388023957865,9.040322809638392
24,10.634388023957865,8.634857701530228
24hrs,10.634388023957865,8.634857701530228
24m,10.634388023957865,9.040322809638392
24th,9.94124084339792,9.733469990198335
25,10.634388023957865,8.634857701530228
250,10.634388023957865,7.094412660583078
250k,10.634388023957865,9.040322809638392
255,9.94124084339792,9.733469990198335
25p,10.634388023957865,7.941710520970282
26,10.634388023957865,8.634857701530228
2667,10.634388023957865,9.040322809638392
26th,10.634388023957865,9.040322809638392
27,10.634388023957865,8.634857701530228
28,10.634388023957865,7.941710520970282
2814032,10.634388023957865,9.040322809638392
28days,10.634388023957865,8.634857701530228
28th,10.634388023957865,9.040322809638392
29,10.634388023957865,8.634857701530228
2b,9.94124084339792,9.733469990198335
2c,10.634388023957865,9.040322809638392
2channel,10.634388023957865,9.040322809638392
2day,9.535775735289755,8.634857701530228
2docd,9.94124084339792,9.733469990198335
2end,10.634388023957865,9.040322809638392
2ez,10.634388023957865,9.040322809638392
2find,10.634388023957865,9.040322809638392
2getha,9.94124084339792,9.733469990198335
2geva,9.94124084339792,9.733469990198335
2go,9.94124084339792,9.733469990198335
2hook,9.94124084339792,9.733469990198335
2i,9.94124084339792,9.733469990198335
2lands,10.634388023957865,7.430884897204291
2marrow,9.94124084339792,9.733469990198335
2moro,9.535775735289755,9.040322809638392
2morow,9.535775735289755,9.040322809638392
2morro,9.94124084339792,9.733469990198335
2morrow,9.94124084339792,9.733469990198335
2mrw,9.535775735289755,9.733469990198335
2nd,8.554946482278028,7.335574717399966
2nite,9.535775735289755,8.634857701530228
2optout,10.634388023957865,7.941710520970282
2price,10.634388023957865,9.040322809638392
2rcv,10.634388023957865,9.040322809638392
2stop,10.634388023957865,8.634857701530228
2stoptx,10.634388023957865,9.040322809638392
2stoptxt,10.634388023957865,8.634857701530228
2u,10.634388023957865,9.040322809638392
2u2,9.94124084339792,9.733469990198335
2watershd,9.94124084339792,9.733469990198335
2waxsto,9.535775735289755,9.733469990198335
2wks,10.634388023957865,9.040322809638392
2wt,10.634388023957865,9.040322809638392
2wu,10.634388023957865,9.040322809638392
2yr,10.634388023957865,8.634857701530228
2yrs,9.94124084339792,9.733469990198335
30,8.437163446621645,9.040322809638392
300,10.634388023957865,8.347175629078446
300603,10.634388023957865,9.040322809638392
300603t,10.634388023957865,9.040322809638392
300p,10.634388023957865,9.040322809638392
3030,10.634388023957865,8.347175629078446
30apr,10.634388023957865,9.040322809638392
30ish,9.535775735289755,9.733469990198335
30pm,9.94124084339792,9.733469990198335
30pp,10.634388023957865,8.634857701530228
30s,10.634388023957865,9.040322809638392
30th,10.634388023957865,9.040322809638392
31,10.634388023957865,8.634857701530228
3100,10.634388023957865,9.040322809638392
31p,10.634388023957865,9.040322809638392
32,10.634388023957865,9.040322809638392
3230,9.94124084339792,9.733469990198335
32323,10.634388023957865,9.040322809638392
33,9.94124084339792,9.040322809638392
350,10.634388023957865,7.335574717399966
3510i,10.634388023957865,8.634857701530228
35p,10.634388023957865,9.040322809638392
3650,10.634388023957865,9.040322809638392
36504,10.634388023957865,8.347175629078446
382,9.94124084339792,9.733469990198335
391784,10.634388023957865,9.040322809638392
3aj,10.634388023957865,8.634857701530228
3d,9.248093662837974,9.733469990198335
3g,9.535775735289755,8.124032077764237
3gbp,10.634388023957865,8.124032077764237
3hrs,10.634388023957865,9.040322809638392
3lions,10.634388023957865,9.040322809638392
3lp,10.634388023957865,8.347175629078446
3miles,9.94124084339792,9.733469990198335
3mins,10.634388023957865,8.347175629078446
3mobile,10.634388023957865,9.040322809638392
3optical,9.94124084339792,9.733469990198335
3qxj9,10.634388023957865,8.347175629078446
3rd,9.94124084339792,9.733469990198335
3ss,10.634388023957865,9.040322809638392
3uz,10.634388023957865,9.040322809638392
3x,10.634388023957865,9.040322809638392
3xx,10.634388023957865,9.040322809638392
40,10.634388023957865,8.634857701530228
400,10.634388023957865,7.787559841143024
400mins,10.634388023957865,9.040322809638392
402,10.634388023957865,9.040322809638392
40533,10.634388023957865,9.040322809638392
40gb,10.634388023957865,8.634857701530228
41685,10.634388023957865,9.040322809638392
41782,10.634388023957865,9.040322809638392
42049,10.634388023957865,9.040322809638392
4217,10.634388023957865,9.040322809638392
42478,10.634388023957865,9.040322809638392
430,9.94124084339792,9.733469990198335
434,10.634388023957865,8.124032077764237
44,10.634388023957865,9.040322809638392
4403ldnw1a7rw18,10.634388023957865,9.040322809638392
447797706009,10.634388023957865,8.634857701530228
447801259231,10.634388023957865,9.040322809638392
450,10.634388023957865,9.040322809638392
450p,10.634388023957865,9.040322809638392
450ppw,10.634388023957865,9.040322809638392
450pw,10.634388023957865,9.040322809638392
45239,10.634388023957865,8.634857701530228
45pm,9.94124084339792,9.733469990198335
47,10.634388023957865,9.040322809638392
4742,10.634388023957865,8.347175629078446
47per,9.94124084339792,9.733469990198335
48,9.535775735289755,9.733469990198335
4882,10.634388023957865,9.040322809638392
49,10.634388023957865,9.040322809638392
4a,9.535775735289755,9.733469990198335
4brekkie,9.94124084339792,9.733469990198335
4d,9.94124084339792,9.733469990198335
4eva,9.94124084339792,9.733469990198335
4fil,10.634388023957865,8.634857701530228
4get,9.94124084339792,9.733469990198335
4give,9.94124084339792,9.733469990198335
4got,9.94124084339792,9.733469990198335
4goten,10.634388023957865,9.040322809638392
4info,10.634388023957865,8.634857701530228
4jx,10.634388023957865,9.040322809638392
4msgs,10.634388023957865,9.040322809638392
4mths,10.634388023957865,8.347175629078446
4my,9.94124084339792,9.733469990198335
4qf2,10.634388023957865,9.040322809638392
4t,10.634388023957865,8.347175629078446
4th,9.535775735289755,9.733469990198335
4the,9.94124084339792,9.733469990198335
4u,9.94124084339792,9.040322809638392
4utxt,10.634388023957865,9.040322809638392
4w,9.94124084339792,9.733469990198335
4years,9.94124084339792,9.733469990198335
50,9.248093662837974,6.122552077554113
500,10.634388023957865,6.437633124194008
5000,10.634388023957865,7.025419789096127
50gbp,10.634388023957865,8.347175629078446
50p,10.634388023957865,7.787559841143024
50perweeksub,10.634388023957865,9.040322809638392
50perwksub,10.634388023957865,9.040322809638392
50pm,10.634388023957865,9.040322809638392
50ppm,10.634388023957865,9.040322809638392
50rcvd,10.634388023957865,9.040322809638392
50s,9.94124084339792,9.733469990198335
515,9.94124084339792,9.733469990198335
5226,10.634388023957865,9.040322809638392
5249,10.634388023957865,9.040322809638392
528,10.634388023957865,9.040322809638392
530,9.248093662837974,9.733469990198335
54,10.634388023957865,9.040322809638392
542,10.634388023957865,8.634857701530228
545,9.94124084339792,9.733469990198335
5digital,9.94124084339792,9.733469990198335
5free,10.634388023957865,8.634857701530228
5ish,9.94124084339792,9.733469990198335
5min,9.248093662837974,9.733469990198335
5p,10.634388023957865,9.040322809638392
5th,9.94124084339792,9.733469990198335
5wb,10.634388023957865,7.941710520970282
5we,10.634388023957865,7.787559841143024
5wkg,9.94124084339792,9.733469990198335
60p,10.634388023957865,8.634857701530228
61,9.94124084339792,9.733469990198335
61200,10.634388023957865,9.040322809638392
61610,10.634388023957865,9.040322809638392
6230,10.634388023957865,9.040322809638392
62468,10.634388023957865,8.124032077764237
62735,10.634388023957865,9.040322809638392
630,9.535775735289755,9.733469990198335
645,9.94124084339792,9.733469990198335
65,9.535775735289755,9.733469990198335
650,9.94124084339792,9.733469990198335
66,9.94124084339792,9.733469990198335
674,10.634388023957865,8.634857701530228
67441233,9.94124084339792,9.733469990198335
69669,10.634388023957865,9.040322809638392
69696,10.634388023957865,8.634857701530228
69698,10.634388023957865,8.634857701530228
69855,10.634388023957865,9.040322809638392
69866,10.634388023957865,8.634857701530228
69876,10.634388023957865,9.040322809638392
69888,10.634388023957865,9.040322809638392
69888nyt,10.634388023957865,9.040322809638392
69911,10.634388023957865,9.040322809638392
6days,10.634388023957865,8.634857701530228
6hrs,9.535775735289755,9.733469990198335
6ish,9.94124084339792,9.733469990198335
6missed,9.94124084339792,9.733469990198335
6months,10.634388023957865,8.634857701530228
6ph,9.94124084339792,9.733469990198335
6th,9.94124084339792,9.733469990198335
6times,9.94124084339792,9.733469990198335
6wu,10.634388023957865,9.040322809638392
6zf,10.634388023957865,9.040322809638392
7250,10.634388023957865,8.634857701530228
7250i,10.634388023957865,8.634857701530228
730,9.94124084339792,9.733469990198335
75,10.634388023957865,9.040322809638392
750,10.634388023957865,7.248563340410337
762,10.634388023957865,8.634857701530228
7634,10.634388023957865,9.040322809638392
7684,10.634388023957865,9.040322809638392
77,10.634388023957865,8.634857701530228
7732584351,10.634388023957865,9.040322809638392
78,10.634388023957865,9.040322809638392
786,10.634388023957865,8.347175629078446
7876150ppm,10.634388023957865,9.040322809638392
79,10.634388023957865,9.040322809638392
7am,9.94124084339792,9.733469990198335
7cfca1a,10.634388023957865,9.040322809638392
7ish,9.94124084339792,9.733469990198335
7mp,10.634388023957865,9.040322809638392
7oz,9.94124084339792,9.733469990198335
7pm,9.94124084339792,8.347175629078446
7th,9.94124084339792,9.733469990198335
7zs,10.634388023957865,9.040322809638392
80,10.634388023957865,9.040322809638392
800,10.634388023957865,7.248563340410337
80062,10.634388023957865,8.634857701530228
8007,10.634388023957865,7.168520632736801
80082,10.634388023957865,9.040322809638392
80086,10.634388023957865,8.634857701530228
80122300p,10.634388023957865,9.040322809638392
80155,10.634388023957865,9.040322809638392
80160,10.634388023957865,9.040322809638392
80182,10.634388023957865,8.634857701530228
8027,10.634388023957865,9.040322809638392
80488,10.634388023957865,8.124032077764237
80608,10.634388023957865,8.634857701530228
8077,10.634388023957865,9.040322809638392
80878,10.634388023957865,8.634857701530228
81010,10.634388023957865,9.040322809638392
81151,10.634388023957865,8.347175629078446
81303,10.634388023957865,8.347175629078446
81618,10.634388023957865,8.347175629078446
82242,10.634388023957865,9.040322809638392
82277,10.634388023957865,7.787559841143024
82324,10.634388023957865,9.040322809638392
82468,10.634388023957865,8.634857701530228
83039,10.634388023957865,9.040322809638392
83049,10.634388023957865,9.040322809638392
83110,10.634388023957865,9.040322809638392
83118,10.634388023957865,9.040322809638392
83222,10.634388023957865,8.634857701530228
83332,10.634388023957865,9.040322809638392
83355,10.634388023957865,8.634857701530228
83383,10.634388023957865,9.040322809638392
83600,10.634388023957865,8.124032077764237
84,10.634388023957865,9.040322809638392
84025,10.634388023957865,8.634857701530228
84128,10.634388023957865,8.634857701530228
84199,10.634388023957865,8.124032077764237
84484,10.634388023957865,9.040322809638392
85,10.634388023957865,8.634857701530228
850,9.94124084339792,9.733469990198335
85023,10.634388023957865,8.634857701530228
85069,10.634388023957865,9.040322809638392
85222,10.634388023957865,9.040322809638392
8552,10.634388023957865,8.634857701530228
86021,10.634388023957865,8.124032077764237
861,10.634388023957865,9.040322809638392
864233,10.634388023957865,9.040322809638392
86688,10.634388023957865,7.168520632736801
86888,10.634388023957865,9.040322809638392
87021,10.634388023957865,8.347175629078446
87066,10.634388023957865,7.654028448518501
87070,10.634388023957865,9.040322809638392
87077,10.634388023957865,8.124032077764237
87121,10.634388023957865,8.124032077764237
87131,10.634388023957865,8.124032077764237
872,10.634388023957865,9.040322809638392
87239,10.634388023957865,8.347175629078446
87575,10.634388023957865,8.634857701530228
88039,10.634388023957865,8.634857701530228
88066,10.634388023957865,9.040322809638392
88088,10.634388023957865,9.040322809638392
88222,10.634388023957865,8.634857701530228
88600,10.634388023957865,8.634857701530228
8883,10.634388023957865,9.040322809638392
88877,10.634388023957865,8.634857701530228
88888,10.634388023957865,9.040322809638392
89080,10.634388023957865,8.634857701530228
89105,10.634388023957865,9.040322809638392
89123,10.634388023957865,9.040322809638392
89545,10.634388023957865,8.347175629078446
89555,10.634388023957865,8.347175629078446
89693,10.634388023957865,9.040322809638392
8am,9.535775735289755,9.733469990198335
8lb,9.94124084339792,9.733469990198335
8p,10.634388023957865,9.040322809638392
8pm,10.634388023957865,9.040322809638392
8th,9.024950111523763,9.733469990198335
8wp,10.634388023957865,8.634857701530228
900,9.94124084339792,9.040322809638392
910,10.634388023957865,8.634857701530228
9153,10.634388023957865,9.040322809638392
92h,10.634388023957865,9.040322809638392
930,9.535775735289755,9.733469990198335
9307622,10.634388023957865,9.040322809638392
9755,10.634388023957865,9.040322809638392
99,10.634388023957865,8.634857701530228
9996,10.634388023957865,9.040322809638392
9ae,10.634388023957865,8.347175629078446
9am,10.634388023957865,8.347175629078446
9ja,9.94124084339792,9.733469990198335
9pm,9.94124084339792,9.733469990198335
9yt,10.634388023957865,9.040322809638392
____,9.94124084339792,9.733469990198335
aaooooright,9.94124084339792,9.733469990198335
aathi,9.024950111523763,9.733469990198335
ab,10.634388023957865,9.040322809638392
abbey,9.94124084339792,9.733469990198335
abdomen,9.94124084339792,9.733469990198335
abeg,9.94124084339792,9.733469990198335
abi,9.535775735289755,9.733469990198335
ability,9.535775735289755,9.733469990198335
abiola,8.437163446621645,9.733469990198335
abj,9.94124084339792,9.733469990198335
able,7.638655750403874,9.733469990198335
abnormally,9.94124084339792,9.733469990198335
about,6.191736767467548,7.941710520970282
aboutas,9.94124084339792,9.733469990198335
above,9.94124084339792,9.733469990198335
absence,9.94124084339792,9.733469990198335
absolutly,9.94124084339792,9.733469990198335
abt,8.069438666496328,9.733469990198335
abta,10.634388023957865,9.040322809638392
aburo,9.535775735289755,9.733469990198335
abuse,10.634388023957865,9.040322809638392
abusers,9.94124084339792,9.733469990198335
ac,10.634388023957865,7.654028448518501
academic,9.535775735289755,9.733469990198335
acc,9.535775735289755,9.733469990198335
accent,9.94124084339792,9.733469990198335
accenture,9.94124084339792,9.733469990198335
accept,8.554946482278028,9.733469990198335
access,9.535775735289755,8.347175629078446
accessible,10.634388023957865,9.040322809638392
accidant,9.94124084339792,9.733469990198335
accident,10.634388023957865,9.040322809638392
accidentally,9.535775735289755,9.733469990198335
accommodationvouchers,10.634388023957865,9.040322809638392
accomodate,9.94124084339792,9.733469990198335
account,8.069438666496328,7.430884897204291
accumulation,9.94124084339792,9.733469990198335
ache,9.248093662837974,9.733469990198335
achieve,9.94124084339792,9.733469990198335
acid,9.94124084339792,9.733469990198335
acl03530150pm,10.634388023957865,9.040322809638392
aco,10.634388023957865,8.634857701530228
across,8.688477874902551,9.733469990198335
acted,9.535775735289755,9.733469990198335
acting,9.94124084339792,9.733469990198335
action,10.634388023957865,8.634857701530228
activ8,10.634388023957865,9.040322809638392
activate,10.634388023957865,8.634857701530228
active,10.634388023957865,9.040322809638392
activities,9.248093662837974,9.733469990198335
actual,9.94124084339792,9.733469990198335
actually,7.801174679901648,9.733469990198335
ad,9.248093662837974,9.733469990198335
adam,10.634388023957865,9.040322809638392
add,8.554946482278028,9.733469990198335
added,9.535775735289755,8.634857701530228
addicted,9.024950111523763,9.733469990198335
addie,9.535775735289755,9.733469990198335
address,8.437163446621645,9.733469990198335
adds,9.94124084339792,9.733469990198335
adewale,9.94124084339792,9.733469990198335
adjustable,9.94124084339792,9.733469990198335
admin,9.94124084339792,9.733469990198335
administrator,9.535775735289755,9.733469990198335
admirer,10.634388023957865,7.941710520970282
admit,9.94124084339792,9.733469990198335
adoring,9.94124084339792,9.733469990198335
adp,10.634388023957865,9.040322809638392
adress,9.94124084339792,9.733469990198335
adrink,9.94124084339792,9.733469990198335
ads,10.634388023957865,9.040322809638392
adsense,9.94124084339792,9.733469990198335
adult,10.634388023957865,8.124032077764237
adults,9.94124084339792,9.733469990198335
advance,9.024950111523763,9.733469990198335
adventure,9.535775735289755,9.733469990198335
advice,9.535775735289755,9.733469990198335
advise,10.634388023957865,8.347175629078446
advisors,10.634388023957865,9.040322809638392
affair,9.94124084339792,9.733469990198335
affection,9.024950111523763,9.733469990198335
affectionate,9.94124084339792,9.733469990198335
affections,9.94124084339792,9.733469990198335
affidavit,9.94124084339792,9.733469990198335
afghanistan,9.94124084339792,9.733469990198335
afraid,9.94124084339792,9.040322809638392
african,9.94124084339792,9.733469990198335
aft,8.554946482278028,9.733469990198335
after,6.64540397739359,8.347175629078446
afternoon,7.926337822855654,9.733469990198335
afterwards,9.94124084339792,9.733469990198335
aftr,9.535775735289755,9.733469990198335
again,7.023470111313641,8.634857701530228
against,9.248093662837974,9.733469990198335
age,9.248093662837974,7.941710520970282
age16,10.634388023957865,7.941710520970282
age23,10.634388023957865,8.634857701530228
agent,10.634388023957865,9.040322809638392
agents,9.94124084339792,9.733469990198335
ages,9.535775735289755,9.733469990198335
aging,9.94124084339792,9.733469990198335
ago,8.554946482278028,9.733469990198335
ah,7.5433455705995485,9.733469990198335
