,Class 0,Class 1
crédits,-10.769516037258176,-7.7539990125442575
crédité,-10.076368856698231,-9.833440554224094
crépuscule,-10.076368856698231,-9.833440554224094
créé,-9.670903748590067,-9.140293373664148
cs,-10.769516037258176,-6.575344016202612
cs177,-10.769516037258176,-9.140293373664148
csbcm4235wc1n3xx,-10.769516037258176,-8.734828265555985
csc,-10.769516037258176,-9.140293373664148
csh11,-10.769516037258176,-8.734828265555985
cstore,-10.076368856698231,-9.833440554224094
ctla,-10.076368856698231,-9.833440554224094
ctxt,-10.769516037258176,-9.140293373664148
cud,-9.670903748590067,-9.833440554224094
cudnt,-10.076368856698231,-9.833440554224094
cueil,-10.076368856698231,-9.833440554224094
cueillir,-9.670903748590067,-9.833440554224094
cuillère,-10.076368856698231,-9.833440554224094
cuisais,-10.076368856698231,-9.833440554224094
cuisinais,-10.076368856698231,-9.833440554224094
cuisiner,-10.076368856698231,-9.833440554224094
cuisson,-10.076368856698231,-9.833440554224094
cul,-8.466930944264131,-9.833440554224094
culotte,-10.076368856698231,-9.833440554224094
cultures,-10.076368856698231,-9.833440554224094
cum,-9.160078124824077,-9.140293373664148
cumin,-10.769516037258176,-9.140293373664148
cup,-10.769516037258176,-8.734828265555985
curieux,-10.076368856698231,-9.833440554224094
curry,-9.670903748590067,-9.833440554224094
cust,-10.769516037258176,-8.734828265555985
custcare,-10.769516037258176,-7.7539990125442575
customer,-10.769516037258176,-9.140293373664148
cutefrnd,-9.383221676138286,-9.833440554224094
cuz,-9.670903748590067,-9.833440554224094
cv,-10.076368856698231,-9.833440554224094
cw25wx,-10.769516037258176,-8.224002641789994
cya,-10.076368856698231,-9.833440554224094
câlin,-9.670903748590067,-9.833440554224094
câliner,-10.076368856698231,-9.833440554224094
câlins,-9.670903748590067,-9.833440554224094
cèdre,-10.076368856698231,-9.833440554224094
célibataires,-10.769516037258176,-8.734828265555985
célèbre,-10.076368856698231,-9.833440554224094
célèbres,-10.076368856698231,-9.833440554224094
célébration,-10.076368856698231,-9.140293373664148
célébrer,-10.076368856698231,-9.833440554224094
célébrée,-10.076368856698231,-9.833440554224094
côté,-7.93630269320196,-9.833440554224094
côtés,-9.670903748590067,-9.833440554224094
cœur,-7.67847358389986,-9.140293373664148
cœurs,-9.670903748590067,-9.833440554224094
d3wv,-10.769516037258176,-9.140293373664148
da,-6.626381310866644,-9.833440554224094
dabooks,-10.076368856698231,-9.833440554224094
dai,-9.670903748590067,-9.833440554224094
dam,-10.076368856698231,-9.833440554224094
dame,-9.670903748590067,-9.833440554224094
dames,-10.769516037258176,-8.734828265555985
dammit,-10.076368856698231,-9.833440554224094
dan,-9.670903748590067,-9.833440554224094
dane,-10.076368856698231,-9.833440554224094
danger,-10.076368856698231,-9.833440554224094
dangereux,-10.076368856698231,-9.833440554224094
dans,-5.160044242073217,-6.466144724237619
danse,-10.076368856698231,-9.833440554224094
danser,-10.076368856698231,-9.833440554224094
dao,-10.076368856698231,-9.833440554224094
dard,-10.076368856698231,-9.833440554224094
darlin,-8.371620764459806,-9.833440554224094
darren,-8.977756568030122,-9.833440554224094
das,-10.076368856698231,-9.833440554224094
dasara,-10.076368856698231,-9.833440554224094
dat,-7.67847358389986,-9.833440554224094
date,-10.076368856698231,-8.04168108499604
datebox1282essexcm61xn,-10.769516037258176,-8.734828265555985
dates,-10.076368856698231,-9.140293373664148
datez,-10.769516037258176,-8.734828265555985
datz,-9.670903748590067,-9.833440554224094
davantage,-10.076368856698231,-9.833440554224094
dave,-10.076368856698231,-8.734828265555985
day,-7.825077058091736,-7.88753040516878
db,-10.076368856698231,-9.833440554224094
dbuk,-10.769516037258176,-9.140293373664148
de,-3.6071185399024586,-3.87243521460082
deal,-10.076368856698231,-9.833440554224094
dealé,-10.076368856698231,-9.833440554224094
debout,-8.823605888202863,-9.833440554224094
dec,-10.076368856698231,-9.833440554224094
decimal,-8.130458707642918,-9.833440554224094
deck,-10.769516037258176,-9.140293373664148
dedans,-8.466930944264131,-9.833440554224094
def,-10.076368856698231,-9.833440554224094
degrés,-10.076368856698231,-9.833440554224094
dehors,-8.061465836155966,-9.833440554224094
deizzit,-10.076368856698231,-9.833440554224094
del,-10.076368856698231,-8.04168108499604
delhi,-9.670903748590067,-9.833440554224094
deltomorrow,-10.769516037258176,-9.140293373664148
delà,-9.670903748590067,-9.833440554224094
dem,-10.076368856698231,-8.224002641789994
demain,-6.8776957391475495,-7.7539990125442575
demandais,-9.383221676138286,-9.833440554224094
demandait,-9.670903748590067,-9.833440554224094
demandant,-10.076368856698231,-9.833440554224094
demande,-7.634021821329027,-8.734828265555985
demander,-7.402220207271702,-7.636215976887874
demandera,-10.076368856698231,-9.833440554224094
demanderai,-10.076368856698231,-9.833440554224094
demanderais,-10.076368856698231,-9.833440554224094
demanderait,-10.076368856698231,-9.833440554224094
demanderas,-10.076368856698231,-9.833440554224094
demandes,-9.160078124824077,-9.140293373664148
demandez,-9.160078124824077,-9.833440554224094
demandé,-7.724993599534754,-8.734828265555985
demi,-8.572291459921956,-9.140293373664148
demie,-10.076368856698231,-9.833440554224094
den,-7.879144279362012,-9.833440554224094
dena,-10.769516037258176,-9.140293373664148
denis,-9.670903748590067,-9.833440554224094
dentaire,-10.076368856698231,-9.833440554224094
dentifrice,-10.076368856698231,-9.833440554224094
dentistes,-10.076368856698231,-9.833440554224094
dents,-9.383221676138286,-9.833440554224094
dept,-10.769516037258176,-9.140293373664148
depuis,-8.130458707642918,-8.04168108499604
derek,-9.670903748590067,-9.833440554224094
dernier,-8.977756568030122,-7.348533904436094
derniers,-10.076368856698231,-7.530855461230048
dernière,-7.67847358389986,-7.194383224608835
dernièrementxxx,-10.076368856698231,-9.833440554224094
dernières,-10.769516037258176,-8.447146193104203
derrière,-9.160078124824077,-9.833440554224094
dert,-10.076368856698231,-9.833440554224094
des,-5.576559186367966,-6.501236044048889
descendant,-10.076368856698231,-9.833440554224094
descende,-9.670903748590067,-9.833440554224094
descendre,-8.823605888202863,-9.833440554224094
descends,-9.670903748590067,-9.833440554224094
descendues,-10.076368856698231,-9.833440554224094
dessin,-9.670903748590067,-9.833440554224094
dessiner,-9.670903748590067,-8.734828265555985
dessins,-9.670903748590067,-9.833440554224094
dessus,-8.69007449557834,-9.833440554224094
destination,-10.076368856698231,-9.833440554224094
detroit,-10.769516037258176,-9.140293373664148
deus,-9.670903748590067,-9.833440554224094
deux,-7.303780134458449,-9.833440554224094
deuxième,-9.670903748590067,-9.833440554224094
devais,-10.076368856698231,-9.833440554224094
devait,-10.076368856698231,-9.833440554224094
devant,-9.383221676138286,-9.833440554224094
devenez,-10.076368856698231,-9.833440554224094
devenir,-10.076368856698231,-9.833440554224094
devenons,-10.076368856698231,-9.833440554224094
devenu,-10.076368856698231,-9.833440554224094
devez,-8.823605888202863,-9.140293373664148
deviens,-10.076368856698231,-9.833440554224094
devient,-9.383221676138286,-9.833440554224094
devils,-10.769516037258176,-9.140293373664148
devine,-9.670903748590067,-9.833440554224094
deviner,-10.076368856698231,-9.833440554224094
devinez,-9.670903748590067,-8.224002641789994
devoir,-9.383221676138286,-9.833440554224094
devons,-8.823605888202863,-9.833440554224094
devrais,-7.634021821329027,-9.833440554224094
devrait,-7.550640212389975,-9.833440554224094
devrez,-10.076368856698231,-9.833440554224094
devriez,-9.383221676138286,-9.833440554224094
dey,-9.160078124824077,-9.833440554224094
dha,-10.076368856698231,-9.833440554224094
dhanush,-10.076368856698231,-9.833440554224094
dhina,-10.076368856698231,-9.833440554224094
dhortelage,-10.076368856698231,-9.833440554224094
dialogues,-10.076368856698231,-9.833440554224094
diamants,-9.383221676138286,-9.833440554224094
dic,-10.076368856698231,-9.833440554224094
dick,-10.769516037258176,-9.140293373664148
dictionnaire,-9.383221676138286,-9.833440554224094
dicton,-10.076368856698231,-9.833440554224094
did,-10.076368856698231,-9.833440554224094
diddy,-10.076368856698231,-9.833440554224094
didnt,-10.076368856698231,-9.833440554224094
die,-10.076368856698231,-9.833440554224094
dieu,-7.303780134458449,-9.833440554224094
diff,-10.076368856698231,-9.833440554224094
difference,-10.076368856698231,-9.833440554224094
difficile,-8.371620764459806,-9.833440554224094
difficiles,-10.076368856698231,-9.833440554224094
difficulté,-10.076368856698231,-9.833440554224094
difficultés,-10.076368856698231,-9.833440554224094
différences,-10.076368856698231,-9.833440554224094
différent,-9.670903748590067,-9.833440554224094
différents,-10.076368856698231,-9.833440554224094
digital,-10.769516037258176,-9.140293373664148
dignité,-9.670903748590067,-9.833440554224094
dikali,-10.076368856698231,-9.833440554224094
dileep,-10.076368856698231,-9.833440554224094
dimanche,-8.823605888202863,-9.833440554224094
dimension,-10.076368856698231,-9.833440554224094
diminuer,-9.670903748590067,-9.833440554224094
din,-9.160078124824077,-9.833440554224094
dindes,-10.076368856698231,-9.833440554224094
dinero,-10.076368856698231,-9.833440554224094
ding,-10.076368856698231,-9.833440554224094
dino,-10.076368856698231,-9.833440554224094
dip,-10.076368856698231,-9.833440554224094
diplôme,-10.076368856698231,-9.833440554224094
dippeditinadew,-9.670903748590067,-9.833440554224094
dira,-9.670903748590067,-9.833440554224094
dirai,-8.823605888202863,-9.833440554224094
dirais,-9.383221676138286,-9.833440554224094
dirait,-8.572291459921956,-9.833440554224094
dire,-6.452027923721866,-9.140293373664148
direct,-9.160078124824077,-7.435545281425723
directe,-10.076368856698231,-9.833440554224094
directement,-8.977756568030122,-8.04168108499604
directeur,-10.076368856698231,-9.833440554224094
directeurs,-10.076368856698231,-9.833440554224094
direction,-10.076368856698231,-9.833440554224094
directs,-10.769516037258176,-9.140293373664148
diriez,-9.670903748590067,-9.833440554224094
dirige,-10.076368856698231,-9.833440554224094
dirigez,-10.076368856698231,-9.833440554224094
dirty,-10.076368856698231,-9.140293373664148
dis,-7.550640212389975,-9.140293373664148
disait,-9.383221676138286,-9.833440554224094
disant,-10.076368856698231,-9.833440554224094
discrète,-10.769516037258176,-9.140293373664148
discussion,-9.670903748590067,-9.140293373664148
discuter,-8.69007449557834,-8.447146193104203
discutez,-10.076368856698231,-9.833440554224094
discutons,-10.076368856698231,-9.833440554224094
disent,-9.383221676138286,-9.833440554224094
disparu,-9.383221676138286,-9.833440554224094
disponible,-8.69007449557834,-8.734828265555985
dispute,-10.076368856698231,-9.833440554224094
disque,-9.670903748590067,-9.833440554224094
dist,-9.670903748590067,-9.833440554224094
dit,-5.990392544146647,-9.140293373664148
dites,-7.550640212389975,-7.7539990125442575
division,-10.076368856698231,-9.833440554224094
divorcé,-10.076368856698231,-9.833440554224094
diwali,-10.076368856698231,-9.833440554224094
dix,-8.977756568030122,-9.140293373664148
dizaines,-10.769516037258176,-9.140293373664148
dizzamn,-10.076368856698231,-9.833440554224094
dizzee,-10.769516037258176,-9.140293373664148
dlf,-10.076368856698231,-9.833440554224094
dload,-10.769516037258176,-8.734828265555985
dnt,-8.977756568030122,-9.833440554224094
do,-8.823605888202863,-8.734828265555985
dob,-10.769516037258176,-9.140293373664148
doc,-9.670903748590067,-9.833440554224094
docs,-10.076368856698231,-9.833440554224094
docteur,-9.670903748590067,-9.833440554224094
docteurs,-10.076368856698231,-9.833440554224094
documents,-9.670903748590067,-9.833440554224094
dodda,-10.076368856698231,-9.833440554224094
dodgey,-10.076368856698231,-9.833440554224094
doesnt,-10.076368856698231,-9.833440554224094
dogbreath,-10.076368856698231,-9.833440554224094
doggin,-10.769516037258176,-9.140293373664148
dogging,-10.769516037258176,-8.04168108499604
dogwood,-10.076368856698231,-9.833440554224094
doigts,-8.977756568030122,-9.833440554224094
dois,-6.985326403339915,-9.833440554224094
doit,-8.061465836155966,-8.734828265555985
doivent,-9.160078124824077,-9.140293373664148
dokey,-10.076368856698231,-9.833440554224094
dollar,-10.076368856698231,-9.833440554224094
dollars,-8.466930944264131,-9.833440554224094
dolls,-10.076368856698231,-9.833440554224094
dom,-10.076368856698231,-9.833440554224094
domain,-10.076368856698231,-9.833440554224094
domicile,-10.076368856698231,-9.833440554224094
dommage,-9.670903748590067,-9.833440554224094
don,-8.823605888202863,-8.734828265555985
donc,-6.506836160216861,-8.734828265555985
donjons,-10.076368856698231,-9.833440554224094
donnant,-10.769516037258176,-9.140293373664148
donne,-8.284609387470177,-9.833440554224094
donnent,-9.670903748590067,-9.833440554224094
donner,-7.591462206910231,-8.447146193104203
donnera,-8.977756568030122,-9.140293373664148
donnerai,-9.670903748590067,-9.833440554224094
donnez,-8.466930944264131,-9.833440554224094
donné,-8.20456667979664,-9.833440554224094
données,-10.076368856698231,-9.833440554224094
dont,-8.371620764459806,-8.734828265555985
dontcha,-10.769516037258176,-9.140293373664148
dontignore,-10.076368856698231,-9.833440554224094
dontmatter,-10.076368856698231,-9.833440554224094
donttplease,-10.076368856698231,-9.833440554224094
dooms,-10.076368856698231,-9.833440554224094
dormais,-9.670903748590067,-9.833440554224094
dorment,-10.076368856698231,-9.833440554224094
dormez,-8.977756568030122,-9.833440554224094
dormi,-8.69007449557834,-9.833440554224094
dormir,-7.93630269320196,-9.833440554224094
dorothy,-10.769516037258176,-9.140293373664148
dors,-8.69007449557834,-9.833440554224094
dort,-10.076368856698231,-9.833440554224094
dortoir,-9.670903748590067,-9.833440554224094
dos,-9.383221676138286,-9.833440554224094
dose,-10.076368856698231,-9.833440554224094
dossier,-9.383221676138286,-9.833440554224094
dossiers,-10.769516037258176,-8.734828265555985
douanes,-10.076368856698231,-9.833440554224094
double,-10.076368856698231,-7.268491196762557
doublemins,-10.769516037258176,-9.140293373664148
doubletxt,-10.769516037258176,-9.140293373664148
douce,-9.383221676138286,-9.833440554224094
doucement,-10.076368856698231,-9.833440554224094
douceur,-10.076368856698231,-9.833440554224094
douche,-9.160078124824077,-9.833440554224094
douillette,-10.076368856698231,-9.833440554224094
douleur,-8.130458707642918,-9.833440554224094
douleurs,-10.076368856698231,-9.833440554224094
douloureuse,-10.076368856698231,-9.833440554224094
douloureux,-9.670903748590067,-9.833440554224094
doute,-10.076368856698231,-9.833440554224094
doux,-8.130458707642918,-9.833440554224094
douze,-9.670903748590067,-9.833440554224094
down,-10.076368856698231,-9.833440554224094
downloads,-10.769516037258176,-9.140293373664148
dps,-10.769516037258176,-9.140293373664148
dr,-10.076368856698231,-9.833440554224094
dracula,-10.769516037258176,-8.734828265555985
dramastorm,-10.076368856698231,-9.833440554224094
drame,-10.076368856698231,-9.833440554224094
drapeau,-10.769516037258176,-8.734828265555985
draps,-9.670903748590067,-9.833440554224094
draw,-10.769516037258176,-7.636215976887874
dream,-10.769516037258176,-9.140293373664148
dreams,-10.076368856698231,-9.833440554224094
drive,-9.670903748590067,-9.833440554224094
drivin,-9.383221676138286,-9.833440554224094
driving,-10.076368856698231,-9.833440554224094
drogue,-9.383221676138286,-9.833440554224094
drogues,-9.383221676138286,-9.833440554224094
drogué,-10.076368856698231,-9.833440554224094
droit,-8.977756568030122,-8.04168108499604
droite,-9.383221676138286,-9.833440554224094
droits,-9.670903748590067,-9.833440554224094
drop,-10.769516037258176,-9.140293373664148
drvin,-10.076368856698231,-9.833440554224094
drôle,-9.670903748590067,-9.833440554224094
dt,-10.076368856698231,-9.833440554224094
du,-5.925328950799585,-6.367704651424367
dual,-10.076368856698231,-9.833440554224094
dubsack,-9.670903748590067,-9.833440554224094
duchesse,-10.769516037258176,-9.140293373664148
due,-10.076368856698231,-9.140293373664148
dumb,-10.076368856698231,-9.833440554224094
dun,-7.93630269320196,-9.833440554224094
dunes,-10.076368856698231,-9.833440554224094
dunno,-8.130458707642918,-9.833440554224094
duo,-10.076368856698231,-9.833440554224094
dur,-8.69007449557834,-9.833440554224094
durban,-10.076368856698231,-9.833440554224094
dure,-10.076368856698231,-9.833440554224094
durer,-10.076368856698231,-9.833440554224094
durham,-10.076368856698231,-9.833440554224094
dvd,-10.076368856698231,-7.88753040516878
dâte,-10.076368856698231,-9.833440554224094
dès,-9.670903748590067,-8.447146193104203
débarras,-10.076368856698231,-9.833440554224094
débarrassée,-10.076368856698231,-9.833440554224094
débrouillent,-10.076368856698231,-9.833440554224094
débrouilles,-10.076368856698231,-9.833440554224094
début,-9.670903748590067,-9.140293373664148
décembre,-10.769516037258176,-8.224002641789994
déception,-10.076368856698231,-9.833440554224094
décerné,-10.769516037258176,-9.140293373664148
décheté,-10.076368856698231,-9.833440554224094
déchirer,-9.670903748590067,-9.833440554224094
décide,-9.670903748590067,-9.833440554224094
décident,-10.076368856698231,-9.833440554224094
décider,-9.383221676138286,-9.833440554224094
décidera,-10.076368856698231,-9.833440554224094
décidé,-8.466930944264131,-9.833440554224094
décimales,-9.670903748590067,-9.833440554224094
décision,-9.670903748590067,-9.833440554224094
déclaration,-10.076368856698231,-9.833440554224094
décoller,-10.076368856698231,-9.833440554224094
déconnecter,-10.076368856698231,-9.833440554224094
décorer,-10.076368856698231,-9.833440554224094
découvert,-10.076368856698231,-9.833440554224094
découvrez,-10.076368856698231,-8.447146193104203
découvrir,-9.383221676138286,-9.833440554224094
découvriront,-10.769516037258176,-9.140293373664148
décrire,-10.076368856698231,-9.833440554224094
décroché,-10.076368856698231,-9.833440554224094
décédée,-10.076368856698231,-9.833440554224094
déduiront,-10.076368856698231,-9.833440554224094
défaite,-10.076368856698231,-9.833440554224094
défi,-10.769516037258176,-9.140293373664148
défie,-10.076368856698231,-9.833440554224094
défilé,-10.076368856698231,-9.833440554224094
définie,-9.670903748590067,-9.833440554224094
définitivement,-10.076368856698231,-9.833440554224094
déjeuner,-7.3683186555960205,-9.833440554224094
déjeuners,-9.670903748590067,-9.833440554224094
déjà,-6.799224123706054,-8.447146193104203
délicieux,-9.670903748590067,-9.833440554224094
démarrage,-10.769516037258176,-9.140293373664148
démissionnerai,-10.076368856698231,-9.833440554224094
démissionné,-10.076368856698231,-9.833440554224094
déménager,-10.076368856698231,-9.833440554224094
déménagé,-10.076368856698231,-9.833440554224094
dénoncer,-10.076368856698231,-9.833440554224094
départ,-9.383221676138286,-9.833440554224094
dépend,-9.383221676138286,-9.833440554224094
dépenser,-10.076368856698231,-9.833440554224094
dépensé,-9.670903748590067,-9.833440554224094
déplace,-9.670903748590067,-9.833440554224094
déplacer,-10.076368856698231,-9.833440554224094
déplacez,-10.076368856698231,-9.833440554224094
dépose,-9.670903748590067,-9.833440554224094
déposer,-9.670903748590067,-9.833440554224094
déposerai,-10.076368856698231,-9.833440554224094
déposé,-10.076368856698231,-9.833440554224094
dépression,-10.076368856698231,-9.833440554224094
déprimé,-10.076368856698231,-9.833440554224094
dépêche,-10.076368856698231,-9.833440554224094
dépêcher,-10.076368856698231,-9.833440554224094
dépêchez,-10.076368856698231,-9.140293373664148
dépôt,-10.076368856698231,-9.833440554224094
dérange,-8.823605888202863,-9.833440554224094
dérangement,-10.076368856698231,-9.833440554224094
déranger,-8.823605888202863,-9.833440554224094
dérangez,-9.383221676138286,-9.833440554224094
déroule,-10.076368856698231,-9.833440554224094
dés,-10.076368856698231,-9.833440554224094
désabonnement,-10.769516037258176,-8.447146193104203
désabonner,-10.769516037258176,-8.224002641789994
désabonné,-10.769516037258176,-9.140293373664148
désagréable,-10.076368856698231,-9.833440554224094
désastreuse,-10.076368856698231,-9.833440554224094
désert,-10.076368856698231,-9.833440554224094
désespéré,-10.076368856698231,-9.833440554224094
désespérée,-9.670903748590067,-9.833440554224094
déshydrater,-10.076368856698231,-9.833440554224094
désinscrire,-10.769516037258176,-8.734828265555985
désirs,-9.670903748590067,-9.833440554224094
désolé,-6.400068184791155,-8.447146193104203
désordre,-9.670903748590067,-9.833440554224094
détaillé,-10.076368856698231,-9.833440554224094
détails,-8.572291459921956,-8.224002641789994
détendez,-9.670903748590067,-9.833440554224094
détends,-10.076368856698231,-9.833440554224094
déterminer,-10.076368856698231,-9.833440554224094
déteste,-10.076368856698231,-9.833440554224094
détestent,-10.076368856698231,-9.833440554224094
détourner,-10.076368856698231,-9.833440554224094
détruit,-10.076368856698231,-9.833440554224094
développer,-10.076368856698231,-9.833440554224094
développez,-10.076368856698231,-9.833440554224094
développé,-10.076368856698231,-9.833440554224094
dîne,-9.670903748590067,-9.833440554224094
dîner,-7.996927315018395,-9.833440554224094
dîners,-9.670903748590067,-9.833440554224094
dînes,-10.076368856698231,-9.833440554224094
dîné,-9.670903748590067,-9.833440554224094
dû,-8.130458707642918,-9.833440554224094
eau,-8.69007449557834,-9.833440554224094
ebay,-10.076368856698231,-9.833440554224094
ec2a,-10.769516037258176,-8.447146193104203
echo,-10.769516037258176,-9.140293373664148
echxxxxxxxxxx,-10.076368856698231,-9.833440554224094
edhae,-10.076368856698231,-9.833440554224094
edison,-9.670903748590067,-9.833440554224094
edu,-10.076368856698231,-9.833440554224094
edwards,-10.076368856698231,-9.833440554224094
ee,-9.670903748590067,-9.833440554224094
eek,-10.076368856698231,-9.833440554224094
eerie,-10.769516037258176,-8.224002641789994
eerulli,-10.076368856698231,-9.833440554224094
effacé,-10.076368856698231,-9.833440554224094
effet,-9.670903748590067,-9.833440554224094
effets,-10.076368856698231,-9.833440554224094
efficace,-10.076368856698231,-9.833440554224094
effrayant,-9.670903748590067,-9.833440554224094
efreefone,-10.769516037258176,-9.140293373664148
eg,-10.769516037258176,-8.734828265555985
ego,-10.076368856698231,-9.833440554224094
eh,-8.130458707642918,-9.833440554224094
ela,-9.670903748590067,-9.833440554224094
elaine,-10.076368856698231,-9.833440554224094
elama,-10.076368856698231,-9.833440554224094
elaya,-10.076368856698231,-9.833440554224094
elle,-5.871676237307265,-8.447146193104203
elles,-10.076368856698231,-8.734828265555985
elliot,-10.076368856698231,-9.833440554224094
ello,-10.076368856698231,-9.833440554224094
em,-10.076368856698231,-9.140293373664148
email,-8.371620764459806,-9.833440554224094
emballer,-10.076368856698231,-9.833440554224094
embarrassé,-10.076368856698231,-9.833440554224094
embrassaient,-10.076368856698231,-9.833440554224094
embrasse,-10.076368856698231,-9.833440554224094
embrasser,-8.977756568030122,-9.833440554224094
embête,-10.076368856698231,-9.833440554224094
emc1,-10.769516037258176,-9.140293373664148
emmener,-10.076368856698231,-9.833440554224094
emmenée,-10.076368856698231,-9.833440554224094
emmène,-10.076368856698231,-9.833440554224094
emménagé,-10.076368856698231,-9.833440554224094
emparer,-10.076368856698231,-9.833440554224094
emplacement,-9.670903748590067,-9.833440554224094
emplacements,-10.769516037258176,-8.734828265555985
emploi,-8.572291459921956,-9.833440554224094
emplois,-10.076368856698231,-9.833440554224094
employeur,-10.076368856698231,-9.833440554224094
empreintes,-10.076368856698231,-9.833440554224094
emprunte,-10.076368856698231,-9.833440554224094
empêcher,-10.076368856698231,-9.833440554224094
en,-5.113524226438324,-5.613932849047987
encaissement,-10.769516037258176,-8.734828265555985
enchère,-10.769516037258176,-9.140293373664148
enchères,-10.769516037258176,-8.224002641789994
encore,-6.744164346523027,-8.734828265555985
enculé,-10.076368856698231,-9.833440554224094
end,-8.466930944264131,-7.125390353121883
endormi,-10.076368856698231,-9.833440554224094
endormie,-10.076368856698231,-9.833440554224094
endroit,-7.93630269320196,-9.140293373664148
endroits,-9.383221676138286,-9.833440554224094
ends,-10.076368856698231,-9.833440554224094
energy,-10.769516037258176,-9.140293373664148
enfant,-9.160078124824077,-9.833440554224094
enfantin,-10.076368856698231,-9.833440554224094
enfantine,-9.670903748590067,-9.833440554224094
enfants,-8.20456667979664,-8.734828265555985
enfer,-8.823605888202863,-9.833440554224094
enfin,-8.466930944264131,-9.833440554224094
enfoirés,-10.076368856698231,-9.833440554224094
enfoncer,-10.076368856698231,-9.833440554224094
enfuirais,-10.076368856698231,-9.833440554224094
eng,-10.076368856698231,-9.140293373664148
engage,-10.076368856698231,-9.833440554224094
engagement,-10.076368856698231,-9.833440554224094
engager,-10.076368856698231,-9.833440554224094
engagé,-10.076368856698231,-9.833440554224094
engine,-10.076368856698231,-9.833440554224094
england,-10.769516037258176,-8.447146193104203
enjoy,-10.076368856698231,-9.140293373664148
enjoyin,-9.670903748590067,-9.833440554224094
enketa,-10.076368856698231,-9.833440554224094
enna,-10.076368856698231,-9.833440554224094
ennal,-10.076368856698231,-9.833440554224094
ennemi,-9.383221676138286,-9.833440554224094
ennui,-9.670903748590067,-9.833440554224094
ennuie,-8.977756568030122,-9.833440554224094
ennuies,-10.076368856698231,-9.833440554224094
ennuis,-10.076368856698231,-9.833440554224094
ennuyais,-10.076368856698231,-9.833440554224094
ennuyant,-10.076368856698231,-9.833440554224094
ennuyer,-9.670903748590067,-9.833440554224094
ennuyé,-9.670903748590067,-9.140293373664148
ennuyées,-10.769516037258176,-8.734828265555985
enquête,-10.769516037258176,-9.140293373664148
enquêter,-10.076368856698231,-9.833440554224094
enregistrer,-10.769516037258176,-9.140293373664148
enregistreur,-10.769516037258176,-9.140293373664148
enregistré,-9.670903748590067,-9.140293373664148
enregistrés,-10.769516037258176,-9.140293373664148
enseignants,-10.076368856698231,-9.833440554224094
enseigne,-9.670903748590067,-9.833440554224094
enseignent,-10.076368856698231,-9.833440554224094
enseigner,-10.076368856698231,-9.833440554224094
ensemble,-8.20456667979664,-9.833440554224094
ensoleillée,-10.076368856698231,-9.833440554224094
ensoleillés,-9.670903748590067,-9.833440554224094
ensuite,-8.69007449557834,-9.833440554224094
ente,-10.076368856698231,-9.833440554224094
entende,-10.076368856698231,-9.833440554224094
entendre,-8.572291459921956,-9.140293373664148
entends,-10.076368856698231,-9.833440554224094
entendu,-8.823605888202863,-9.833440554224094
enter,-10.769516037258176,-9.140293373664148
enterrement,-10.076368856698231,-9.833440554224094
entey,-10.076368856698231,-9.833440554224094
entier,-10.076368856698231,-9.833440554224094
entourée,-10.076368856698231,-9.833440554224094
entrant,-10.076368856698231,-9.833440554224094
entraîner,-9.670903748590067,-9.833440554224094
entre,-7.93630269320196,-8.224002641789994
entrefued,-10.076368856698231,-9.833440554224094
entrepreneurs,-10.076368856698231,-9.833440554224094
entreprise,-9.670903748590067,-9.833440554224094
entrer,-8.823605888202863,-8.224002641789994
entretien,-9.670903748590067,-9.833440554224094
entrevue,-9.670903748590067,-9.833440554224094
entrez,-9.670903748590067,-9.833440554224094
entropification,-10.076368856698231,-9.833440554224094
entry41,-10.769516037258176,-9.140293373664148
entré,-8.466930944264131,-9.140293373664148
entrée,-10.769516037258176,-7.530855461230048
entérite,-9.670903748590067,-9.833440554224094
enufcredeit,-10.076368856698231,-9.833440554224094
enveloppe,-9.670903748590067,-9.833440554224094
enverrai,-8.977756568030122,-9.833440554224094
enverrons,-10.769516037258176,-9.140293373664148
envie,-9.160078124824077,-9.833440554224094
environ,-8.572291459921956,-9.833440554224094
envoi,-9.670903748590067,-9.833440554224094
envoie,-7.634021821329027,-9.833440554224094
envoient,-10.076368856698231,-9.833440554224094
envolé,-10.076368856698231,-9.833440554224094
envoyant,-10.769516037258176,-9.140293373664148
envoye,-9.383221676138286,-9.833440554224094
envoyer,-6.675171475036076,-6.537603688219765
envoyez,-8.823605888202863,-7.530855461230048
envoyiez,-10.076368856698231,-9.833440554224094
envoyé,-7.33552883277303,-8.734828265555985
envoyéhil,-10.076368856698231,-9.833440554224094
envoyés,-9.383221676138286,-8.447146193104203
eppolum,-10.076368856698231,-9.833440554224094
epsilon,-10.076368856698231,-9.833440554224094
er,-10.076368856698231,-9.833440554224094
ericsson,-10.076368856698231,-9.833440554224094
erode,-10.076368856698231,-9.833440554224094
erreur,-9.160078124824077,-8.447146193104203
erreurs,-9.383221676138286,-9.833440554224094
erreurz,-10.076368856698231,-9.833440554224094
es,-6.642381652213085,-9.833440554224094
esaplanade,-10.076368856698231,-9.833440554224094
escalator,-10.076368856698231,-9.833440554224094
escaliers,-10.076368856698231,-9.833440554224094
escamoté,-9.670903748590067,-9.833440554224094
esclave,-9.160078124824077,-9.833440554224094
espace,-8.69007449557834,-9.833440554224094
espaces,-9.670903748590067,-9.833440554224094
